"RelativePath","FullName","Extension","SizeBytes","SizeMB","SizeGB","LastWrite","Attributes"
"backups\h3-upgrade-20260907-034505\requirements.txt","F:\一人公司\comfyui-production\backups\h3-upgrade-20260907-034505\requirements.txt",".txt","531","0.001","0","2026/7/3 14:01:04","Archive"
"backups\h3-upgrade-20260907-034505\start_bg.bat","F:\一人公司\comfyui-production\backups\h3-upgrade-20260907-034505\start_bg.bat",".bat","186","0","0","2026/7/6 12:11:36","Archive"
"backups\h3-upgrade-20260907-034505\start_comfyui.bat","F:\一人公司\comfyui-production\backups\h3-upgrade-20260907-034505\start_comfyui.bat",".bat","526","0.001","0","2026/9/2 7:38:38","Archive"
"backups\h3-upgrade-20260907-034505\启动ComfyUI.bat","F:\一人公司\comfyui-production\backups\h3-upgrade-20260907-034505\启动ComfyUI.bat",".bat","526","0.001","0","2026/9/2 7:41:38","Archive"
"docs\ASSET_PREPARATION.md","F:\一人公司\comfyui-production\docs\ASSET_PREPARATION.md",".md","1590","0.002","0","2026/9/4 0:39:57","Archive"
"docs\AUTODL_COMFYUI_API.md","F:\一人公司\comfyui-production\docs\AUTODL_COMFYUI_API.md",".md","5630","0.005","0","2026/9/5 3:17:23","Archive"
"docs\BENCHMARK_REPORT.md","F:\一人公司\comfyui-production\docs\BENCHMARK_REPORT.md",".md","1374","0.001","0","2026/9/4 0:39:58","Archive"
"docs\CLOUD_5090.md","F:\一人公司\comfyui-production\docs\CLOUD_5090.md",".md","2361","0.002","0","2026/9/5 3:17:24","Archive"
"docs\COMFYUI_AUDIT.md","F:\一人公司\comfyui-production\docs\COMFYUI_AUDIT.md",".md","1752","0.002","0","2026/9/4 0:39:19","Archive"
"docs\DISK_AND_RUNTIME_PLAN.md","F:\一人公司\comfyui-production\docs\DISK_AND_RUNTIME_PLAN.md",".md","3170","0.003","0","2026/9/4 4:16:49","Archive"
"docs\H3_CONTINUITY_QC_REPORT.md","F:\一人公司\comfyui-production\docs\H3_CONTINUITY_QC_REPORT.md",".md","1621","0.002","0","2026/9/7 2:50:23","Archive"
"docs\H3_EXTENDER_API_SCHEMA.md","F:\一人公司\comfyui-production\docs\H3_EXTENDER_API_SCHEMA.md",".md","2438","0.002","0","2026/9/7 2:50:22","Archive"
"docs\H3_FINAL_ACCEPTANCE_REPORT.md","F:\一人公司\comfyui-production\docs\H3_FINAL_ACCEPTANCE_REPORT.md",".md","3663","0.003","0","2026/9/7 2:59:14","Archive"
"docs\H3_MODEL_INVENTORY.md","F:\一人公司\comfyui-production\docs\H3_MODEL_INVENTORY.md",".md","4061","0.004","0","2026/9/7 2:55:02","Archive"
"docs\H3_RESUME_TEST.md","F:\一人公司\comfyui-production\docs\H3_RESUME_TEST.md",".md","1466","0.001","0","2026/9/7 2:50:22","Archive"
"docs\H3_UPGRADE_AUDIT.md","F:\一人公司\comfyui-production\docs\H3_UPGRADE_AUDIT.md",".md","5393","0.005","0","2026/9/7 2:59:13","Archive"
"docs\H3_UPGRADE_MANIFEST.md","F:\一人公司\comfyui-production\docs\H3_UPGRADE_MANIFEST.md",".md","3279","0.003","0","2026/9/7 2:59:13","Archive"
"docs\H3_WORKFLOW.md","F:\一人公司\comfyui-production\docs\H3_WORKFLOW.md",".md","2970","0.003","0","2026/9/5 3:17:24","Archive"
"docs\INSTALL_WINDOWS.md","F:\一人公司\comfyui-production\docs\INSTALL_WINDOWS.md",".md","4031","0.004","0","2026/9/4 6:02:19","Archive"
"docs\LOCAL_WAN21_I2V_VALIDATION.md","F:\一人公司\comfyui-production\docs\LOCAL_WAN21_I2V_VALIDATION.md",".md","2969","0.003","0","2026/9/4 0:24:27","Archive"
"docs\MINIMAX_H3_DOWNLOAD_GUARD.md","F:\一人公司\comfyui-production\docs\MINIMAX_H3_DOWNLOAD_GUARD.md",".md","1920","0.002","0","2026/9/4 2:27:53","Archive"
"docs\MINIMAX_H3_STATUS.md","F:\一人公司\comfyui-production\docs\MINIMAX_H3_STATUS.md",".md","2357","0.002","0","2026/9/4 6:27:12","Archive"
"docs\SUBTITLE_LOCK_V1.md","F:\一人公司\comfyui-production\docs\SUBTITLE_LOCK_V1.md",".md","2687","0.003","0","2026/9/4 5:37:23","Archive"
"docs\TROUBLESHOOTING.md","F:\一人公司\comfyui-production\docs\TROUBLESHOOTING.md",".md","3905","0.004","0","2026/9/4 6:48:40","Archive"
"docs\WEB_INTEGRATION.md","F:\一人公司\comfyui-production\docs\WEB_INTEGRATION.md",".md","3803","0.004","0","2026/9/5 3:17:25","Archive"
"docs\WORKFLOW_CATALOG.md","F:\一人公司\comfyui-production\docs\WORKFLOW_CATALOG.md",".md","4611","0.004","0","2026/9/4 3:26:47","Archive"
"handoff\bugs.md","F:\一人公司\comfyui-production\handoff\bugs.md",".md","521","0","0","2026/9/4 3:26:50","Archive"
"handoff\current_state.md","F:\一人公司\comfyui-production\handoff\current_state.md",".md","1175","0.001","0","2026/9/4 6:00:01","Archive"
"handoff\decisions.md","F:\一人公司\comfyui-production\handoff\decisions.md",".md","462","0","0","2026/9/4 3:02:59","Archive"
"handoff\next_tasks.md","F:\一人公司\comfyui-production\handoff\next_tasks.md",".md","607","0.001","0","2026/9/4 6:00:01","Archive"
"handoff\verification.md","F:\一人公司\comfyui-production\handoff\verification.md",".md","725","0.001","0","2026/9/4 3:26:50","Archive"
"reports\h3\install_manifest.json","F:\一人公司\comfyui-production\reports\h3\install_manifest.json",".json","847","0.001","0","2026/9/7 2:59:12","Archive"
"reports\h3\iteration_result.json","F:\一人公司\comfyui-production\reports\h3\iteration_result.json",".json","5115","0.005","0","2026/9/7 2:59:15","Archive"
"reports\h3\pre_install_backup_manifest.json","F:\一人公司\comfyui-production\reports\h3\pre_install_backup_manifest.json",".json","4244","0.004","0","2026/9/7 3:45:05","Archive"
"reports\h3\runtime-subject.json","F:\一人公司\comfyui-production\reports\h3\runtime-subject.json",".json","1986","0.002","0","2026/9/7 2:55:00","Archive"
"reports\h3\runtime_baseline_summary.json","F:\一人公司\comfyui-production\reports\h3\runtime_baseline_summary.json",".json","2398","0.002","0","2026/9/7 2:55:00","Archive"
"reports\h3\static_import_dependency_check.json","F:\一人公司\comfyui-production\reports\h3\static_import_dependency_check.json",".json","756","0.001","0","2026/9/7 2:52:18","Archive"
"reports\h3\upstream_motion_context_audit.json","F:\一人公司\comfyui-production\reports\h3\upstream_motion_context_audit.json",".json","3165","0.003","0","2026/9/7 2:59:11","Archive"
"runtime\api-runtime-probe.err.log","F:\一人公司\comfyui-production\runtime\api-runtime-probe.err.log",".log","0","0","0","2026/9/4 1:25:30","Archive"
"runtime\api-runtime-probe.out.log","F:\一人公司\comfyui-production\runtime\api-runtime-probe.out.log",".log","59","0","0","2026/9/4 1:25:30","Archive"
"runtime\comfyui-api.err.log","F:\一人公司\comfyui-production\runtime\comfyui-api.err.log",".log","0","0","0","2026/9/4 2:37:58","Archive"
"runtime\comfyui-api.log","F:\一人公司\comfyui-production\runtime\comfyui-api.log",".log","59","0","0","2026/9/4 2:37:58","Archive"
"runtime\comfyui-api.pid","F:\一人公司\comfyui-production\runtime\comfyui-api.pid",".pid","7","0","0","2026/9/4 2:37:58","Archive"
"runtime\comfyui-local.err.log","F:\一人公司\comfyui-production\runtime\comfyui-local.err.log",".log","7949","0.008","0","2026/9/6 9:46:13","Archive"
"runtime\comfyui-local.log","F:\一人公司\comfyui-production\runtime\comfyui-local.log",".log","1989","0.002","0","2026/9/6 9:46:12","Archive"
"runtime\comfyui-local.pid","F:\一人公司\comfyui-production\runtime\comfyui-local.pid",".pid","7","0","0","2026/9/6 9:41:18","Archive"
"runtime\jobs.json","F:\一人公司\comfyui-production\runtime\jobs.json",".json","64517","0.062","0.0001","2026/9/4 3:13:35","Archive"
"runtime\artifacts\subtitle_lock_preview.mp4","F:\一人公司\comfyui-production\runtime\artifacts\subtitle_lock_preview.mp4",".mp4","2737356","2.611","0.0025","2026/9/4 0:44:24","Archive"
"runtime\artifacts\subtitle_lock_preview_clean.mp4","F:\一人公司\comfyui-production\runtime\artifacts\subtitle_lock_preview_clean.mp4",".mp4","2737356","2.611","0.0025","2026/9/4 0:45:22","Archive"
"runtime\artifacts\subtitle_lock_preview_cpu.mp4","F:\一人公司\comfyui-production\runtime\artifacts\subtitle_lock_preview_cpu.mp4",".mp4","4660188","4.444","0.0043","2026/9/4 1:07:58","Archive"
"runtime\artifacts\subtitle_lock_preview_cpu_mid.png","F:\一人公司\comfyui-production\runtime\artifacts\subtitle_lock_preview_cpu_mid.png",".png","772175","0.736","0.0007","2026/9/4 1:08:09","Archive"
"runtime\artifacts\subtitle_lock_preview_mid.png","F:\一人公司\comfyui-production\runtime\artifacts\subtitle_lock_preview_mid.png",".png","739105","0.705","0.0007","2026/9/4 0:47:10","Archive"
"runtime\artifacts\d14f40680fe241b6a91a2258d5cccaab\qa.json","F:\一人公司\comfyui-production\runtime\artifacts\d14f40680fe241b6a91a2258d5cccaab\qa.json",".json","2164","0.002","0","2026/9/4 3:25:27","Archive"
"runtime\artifacts\d14f40680fe241b6a91a2258d5cccaab\wanvideo_suwanqing_ref_5s_local_00002.mp4","F:\一人公司\comfyui-production\runtime\artifacts\d14f40680fe241b6a91a2258d5cccaab\wanvideo_suwanqing_ref_5s_local_00002.mp4",".mp4","6783311","6.469","0.0063","2026/9/4 3:13:35","Archive"
"runtime\artifacts\d14f40680fe241b6a91a2258d5cccaab\qa_frames\frame_01.jpg","F:\一人公司\comfyui-production\runtime\artifacts\d14f40680fe241b6a91a2258d5cccaab\qa_frames\frame_01.jpg",".jpg","120585","0.115","0.0001","2026/9/4 3:20:15","Archive"
"runtime\artifacts\d14f40680fe241b6a91a2258d5cccaab\qa_frames\frame_02.jpg","F:\一人公司\comfyui-production\runtime\artifacts\d14f40680fe241b6a91a2258d5cccaab\qa_frames\frame_02.jpg",".jpg","82596","0.079","0.0001","2026/9/4 3:20:15","Archive"
"runtime\artifacts\d14f40680fe241b6a91a2258d5cccaab\qa_frames\frame_03.jpg","F:\一人公司\comfyui-production\runtime\artifacts\d14f40680fe241b6a91a2258d5cccaab\qa_frames\frame_03.jpg",".jpg","87326","0.083","0.0001","2026/9/4 3:20:15","Archive"
"runtime\artifacts\local_suwanqing45_5s_20260904\frame_first.png","F:\一人公司\comfyui-production\runtime\artifacts\local_suwanqing45_5s_20260904\frame_first.png",".png","633429","0.604","0.0006","2026/9/4 0:19:59","Archive"
"runtime\artifacts\local_suwanqing45_5s_20260904\frame_last.png","F:\一人公司\comfyui-production\runtime\artifacts\local_suwanqing45_5s_20260904\frame_last.png",".png","739908","0.706","0.0007","2026/9/4 0:19:59","Archive"
"runtime\artifacts\local_suwanqing45_5s_20260904\suwanqing45_local_draft_5s.mp4","F:\一人公司\comfyui-production\runtime\artifacts\local_suwanqing45_5s_20260904\suwanqing45_local_draft_5s.mp4",".mp4","7953520","7.585","0.0074","2026/9/4 0:17:22","Archive"
"runtime\artifacts\local_suwanqing45_5s_20260904\suwanqing45_local_draft_5s_preview.png","F:\一人公司\comfyui-production\runtime\artifacts\local_suwanqing45_5s_20260904\suwanqing45_local_draft_5s_preview.png",".png","568421","0.542","0.0005","2026/9/4 0:17:20","Archive"
"runtime\verification\minimax-h3-download-guard\result.json","F:\一人公司\comfyui-production\runtime\verification\minimax-h3-download-guard\result.json",".json","796","0.001","0","2026/9/4 2:26:37","Archive"
"sample_assets\cast_manifest.json","F:\一人公司\comfyui-production\sample_assets\cast_manifest.json",".json","1176","0.001","0","2026/9/4 0:42:04","Archive"
"sample_assets\README.md","F:\一人公司\comfyui-production\sample_assets\README.md",".md","431","0","0","2026/9/4 0:42:04","Archive"
"sample_assets\audio\README.md","F:\一人公司\comfyui-production\sample_assets\audio\README.md",".md","283","0","0","2026/9/4 0:42:06","Archive"
"sample_assets\manifests\suwanqing45_neutral_control.json","F:\一人公司\comfyui-production\sample_assets\manifests\suwanqing45_neutral_control.json",".json","947","0.001","0","2026/9/4 3:05:08","Archive"
"sample_assets\manifests\suwanqing45_primary_portrait.json","F:\一人公司\comfyui-production\sample_assets\manifests\suwanqing45_primary_portrait.json",".json","1002","0.001","0","2026/9/4 2:31:51","Archive"
"sample_assets\normalized\suwanqing45_neutral_control.mp4","F:\一人公司\comfyui-production\sample_assets\normalized\suwanqing45_neutral_control.mp4",".mp4","262389","0.25","0.0002","2026/9/4 2:36:39","Archive"
"sample_assets\normalized\suwanqing45_primary_portrait.png","F:\一人公司\comfyui-production\sample_assets\normalized\suwanqing45_primary_portrait.png",".png","201873","0.193","0.0002","2026/9/4 2:31:51","Archive"
"sample_assets\subtitles\SUBTITLE_LOCK_V1.ass","F:\一人公司\comfyui-production\sample_assets\subtitles\SUBTITLE_LOCK_V1.ass",".ass","1030","0.001","0","2026/9/4 0:41:24","Archive"
"sample_assets\subtitles\SUBTITLE_LOCK_V1_preview.ass","F:\一人公司\comfyui-production\sample_assets\subtitles\SUBTITLE_LOCK_V1_preview.ass",".ass","812","0.001","0","2026/9/4 0:41:57","Archive"
"sample_assets\three_images\request.json","F:\一人公司\comfyui-production\sample_assets\three_images\request.json",".json","896","0.001","0","2026/9/4 0:42:05","Archive"
"sample_assets\two_images_one_video\request.json","F:\一人公司\comfyui-production\sample_assets\two_images_one_video\request.json",".json","937","0.001","0","2026/9/4 0:42:05","Archive"
"scripts\build_upscaled_candidate.ps1","F:\一人公司\comfyui-production\scripts\build_upscaled_candidate.ps1",".ps1","16447","0.016","0","2026/9/4 7:24:19","Archive"
"scripts\burn_subtitles.ps1","F:\一人公司\comfyui-production\scripts\burn_subtitles.ps1",".ps1","5706","0.005","0","2026/9/4 5:37:22","Archive"
"scripts\check_comfyui_api.ps1","F:\一人公司\comfyui-production\scripts\check_comfyui_api.ps1",".ps1","4731","0.005","0","2026/9/4 4:19:06","Archive"
"scripts\check_comfyui_local.ps1","F:\一人公司\comfyui-production\scripts\check_comfyui_local.ps1",".ps1","353","0","0","2026/9/4 0:34:45","Archive"
"scripts\check_h3_download_status.py","F:\一人公司\comfyui-production\scripts\check_h3_download_status.py",".py","931","0.001","0","2026/9/4 3:02:57","Archive"
"scripts\check_minimax_h3_download.ps1","F:\一人公司\comfyui-production\scripts\check_minimax_h3_download.ps1",".ps1","2894","0.003","0","2026/9/4 2:26:11","Archive"
"scripts\check_workflow_json.py","F:\一人公司\comfyui-production\scripts\check_workflow_json.py",".py","1317","0.001","0","2026/9/4 3:02:56","Archive"
"scripts\inspect_media.py","F:\一人公司\comfyui-production\scripts\inspect_media.py",".py","3042","0.003","0","2026/9/4 0:45:09","Archive"
"scripts\prepare_suwanqing_portrait.py","F:\一人公司\comfyui-production\scripts\prepare_suwanqing_portrait.py",".py","8723","0.008","0","2026/9/4 2:35:42","Archive"
"scripts\run_api_smoke.py","F:\一人公司\comfyui-production\scripts\run_api_smoke.py",".py","569","0.001","0","2026/9/4 3:02:55","Archive"
"scripts\run_project_tests.py","F:\一人公司\comfyui-production\scripts\run_project_tests.py",".py","661","0.001","0","2026/9/4 3:02:55","Archive"
"scripts\secret_scan.py","F:\一人公司\comfyui-production\scripts\secret_scan.py",".py","3241","0.003","0","2026/9/4 0:48:52","Archive"
"scripts\start_comfyui_api.ps1","F:\一人公司\comfyui-production\scripts\start_comfyui_api.ps1",".ps1","7374","0.007","0","2026/9/4 4:39:22","Archive"
"scripts\start_comfyui_local.ps1","F:\一人公司\comfyui-production\scripts\start_comfyui_local.ps1",".ps1","4189","0.004","0","2026/9/4 5:06:02","Archive"
"scripts\stop_comfyui_api.ps1","F:\一人公司\comfyui-production\scripts\stop_comfyui_api.ps1",".ps1","1363","0.001","0","2026/9/4 1:07:45","Archive"
"scripts\stop_comfyui_local.ps1","F:\一人公司\comfyui-production\scripts\stop_comfyui_local.ps1",".ps1","1186","0.001","0","2026/9/4 0:34:44","Archive"
"scripts\validate_subtitles.py","F:\一人公司\comfyui-production\scripts\validate_subtitles.py",".py","12110","0.012","0","2026/9/4 5:11:42","Archive"
"scripts\__pycache__\inspect_media.cpython-312.pyc","F:\一人公司\comfyui-production\scripts\__pycache__\inspect_media.cpython-312.pyc",".pyc","5002","0.005","0","2026/9/4 0:50:48","Archive"
"scripts\__pycache__\secret_scan.cpython-312.pyc","F:\一人公司\comfyui-production\scripts\__pycache__\secret_scan.cpython-312.pyc",".pyc","5060","0.005","0","2026/9/4 0:50:48","Archive"
"scripts\__pycache__\validate_subtitles.cpython-312.pyc","F:\一人公司\comfyui-production\scripts\__pycache__\validate_subtitles.cpython-312.pyc",".pyc","16744","0.016","0","2026/9/4 4:58:35","Archive"
"src\comfyui_production\autodl.py","F:\一人公司\comfyui-production\src\comfyui_production\autodl.py",".py","9096","0.009","0","2026/9/4 1:19:14","Archive"
"src\comfyui_production\client.py","F:\一人公司\comfyui-production\src\comfyui_production\client.py",".py","12151","0.012","0","2026/9/4 0:15:42","Archive"
"src\comfyui_production\config.py","F:\一人公司\comfyui-production\src\comfyui_production\config.py",".py","6274","0.006","0","2026/9/4 6:53:00","Archive"
"src\comfyui_production\h3.py","F:\一人公司\comfyui-production\src\comfyui_production\h3.py",".py","9601","0.009","0","2026/9/5 3:17:20","Archive"
"src\comfyui_production\media.py","F:\一人公司\comfyui-production\src\comfyui_production\media.py",".py","4057","0.004","0","2026/9/3 22:41:52","Archive"
"src\comfyui_production\provider.py","F:\一人公司\comfyui-production\src\comfyui_production\provider.py",".py","795","0.001","0","2026/9/3 23:56:43","Archive"
"src\comfyui_production\server.py","F:\一人公司\comfyui-production\src\comfyui_production\server.py",".py","51026","0.049","0","2026/9/5 3:17:21","Archive"
"src\comfyui_production\store.py","F:\一人公司\comfyui-production\src\comfyui_production\store.py",".py","2341","0.002","0","2026/9/3 22:41:54","Archive"
"src\comfyui_production\workflow.py","F:\一人公司\comfyui-production\src\comfyui_production\workflow.py",".py","3195","0.003","0","2026/9/3 22:41:53","Archive"
"src\comfyui_production\__init__.py","F:\一人公司\comfyui-production\src\comfyui_production\__init__.py",".py","544","0.001","0","2026/9/3 23:56:44","Archive"
"src\comfyui_production\__pycache__\autodl.cpython-312.pyc","F:\一人公司\comfyui-production\src\comfyui_production\__pycache__\autodl.cpython-312.pyc",".pyc","13096","0.012","0","2026/9/4 1:24:40","Archive"
"src\comfyui_production\__pycache__\client.cpython-312.pyc","F:\一人公司\comfyui-production\src\comfyui_production\__pycache__\client.cpython-312.pyc",".pyc","17336","0.017","0","2026/9/4 0:16:06","Archive"
"src\comfyui_production\__pycache__\config.cpython-312.pyc","F:\一人公司\comfyui-production\src\comfyui_production\__pycache__\config.cpython-312.pyc",".pyc","9791","0.009","0","2026/9/4 6:54:08","Archive"
"src\comfyui_production\__pycache__\h3.cpython-312.pyc","F:\一人公司\comfyui-production\src\comfyui_production\__pycache__\h3.cpython-312.pyc",".pyc","10578","0.01","0","2026/9/5 3:18:03","Archive"
"src\comfyui_production\__pycache__\media.cpython-312.pyc","F:\一人公司\comfyui-production\src\comfyui_production\__pycache__\media.cpython-312.pyc",".pyc","7432","0.007","0","2026/9/3 23:56:59","Archive"
